Time,Tx Commit p50,Tx Commit p90
2025-06-15 22:08:03,360,4269
2025-06-15 22:08:04,360,4269
2025-06-15 22:08:04,353,4021
2025-06-15 22:08:05,353,4216
2025-06-15 22:08:05,353,4216
2025-06-15 22:08:06,353,4216
2025-06-15 22:08:06,357,4415
2025-06-15 22:08:07,354,4454
2025-06-15 22:08:07,354,4378
2025-06-15 22:08:08,354,4378
2025-06-15 22:08:08,354,4378
2025-06-15 22:08:09,354,4378
2025-06-15 22:08:09,354,4378
2025-06-15 22:08:10,354,4378
2025-06-15 22:08:10,354,4378
2025-06-15 22:08:11,354,4378
2025-06-15 22:08:11,354,4378
2025-06-15 22:08:12,354,4378
2025-06-15 22:08:12,354,4378
2025-06-15 22:08:13,354,4378
2025-06-15 22:08:13,354,4378
2025-06-15 22:08:14,354,4378
2025-06-15 22:08:14,354,4378
2025-06-15 22:08:15,354,4378
2025-06-15 22:08:15,354,4378
2025-06-15 22:08:16,354,4378
2025-06-15 22:08:16,354,4378
2025-06-15 22:08:17,354,4378
2025-06-15 22:08:17,354,4378
2025-06-15 22:08:18,354,4378
2025-06-15 22:08:18,354,4378
2025-06-15 22:08:19,354,4378
2025-06-15 22:08:19,354,4378
2025-06-15 22:08:20,354,4378
2025-06-15 22:08:20,354,4378
2025-06-15 22:08:21,354,4378
2025-06-15 22:08:21,354,4378
2025-06-15 22:08:22,354,4378
2025-06-15 22:08:22,354,4378
2025-06-15 22:08:23,354,4378
2025-06-15 22:08:23,354,4378
2025-06-15 22:08:24,354,4378
2025-06-15 22:08:24,354,4378
2025-06-15 22:08:25,354,4378
2025-06-15 22:08:25,354,4378
2025-06-15 22:08:26,354,4378
2025-06-15 22:08:26,354,4378
2025-06-15 22:08:27,354,4378
2025-06-15 22:08:27,354,4378
2025-06-15 22:08:28,354,4378
2025-06-15 22:08:28,354,4378
2025-06-15 22:08:29,354,4378
2025-06-15 22:08:29,354,4378
2025-06-15 22:08:30,354,4378
2025-06-15 22:08:30,354,4378
2025-06-15 22:08:31,354,4378
2025-06-15 22:08:31,354,4378
2025-06-15 22:08:32,354,4378
2025-06-15 22:08:32,354,4378
2025-06-15 22:08:33,354,4378
2025-06-15 22:08:33,354,4378
2025-06-15 22:08:34,354,4378
2025-06-15 22:08:34,354,4378
2025-06-15 22:08:35,354,4378
2025-06-15 22:08:35,354,4378
2025-06-15 22:08:36,354,4378
2025-06-15 22:08:36,354,4378
2025-06-15 22:08:37,354,4378
2025-06-15 22:08:37,354,4378
2025-06-15 22:08:38,354,4378
2025-06-15 22:08:38,354,4378
2025-06-15 22:08:39,354,4378
2025-06-15 22:08:39,354,4378
2025-06-15 22:08:40,354,4378
2025-06-15 22:08:40,354,4378
2025-06-15 22:08:41,354,4378
2025-06-15 22:08:41,354,4378
2025-06-15 22:08:42,354,4378
