Time,Tx Commit p50,Tx Commit p90
2025-06-10 16:14:04,256,381
2025-06-10 16:14:04,256,381
2025-06-10 16:14:05,262,347
2025-06-10 16:14:05,262,347
2025-06-10 16:14:06,263,368
2025-06-10 16:14:06,262,373
2025-06-10 16:14:07,262,373
2025-06-10 16:14:07,262,375
2025-06-10 16:14:08,262,379
2025-06-10 16:14:08,263,374
2025-06-10 16:14:09,265,369
2025-06-10 16:14:09,265,369
2025-06-10 16:14:10,265,369
2025-06-10 16:14:10,265,369
2025-06-10 16:14:11,265,369
2025-06-10 16:14:11,265,369
2025-06-10 16:14:12,265,369
2025-06-10 16:14:12,265,369
2025-06-10 16:14:13,265,369
2025-06-10 16:14:13,265,369
2025-06-10 16:14:14,265,369
2025-06-10 16:14:14,265,369
2025-06-10 16:14:15,265,369
2025-06-10 16:14:15,265,369
2025-06-10 16:14:16,265,369
2025-06-10 16:14:16,265,369
2025-06-10 16:14:17,265,369
2025-06-10 16:14:17,265,369
2025-06-10 16:14:18,265,369
2025-06-10 16:14:18,265,369
2025-06-10 16:14:19,265,369
2025-06-10 16:14:19,265,369
2025-06-10 16:14:20,265,369
2025-06-10 16:14:20,265,369
2025-06-10 16:14:21,265,369
2025-06-10 16:14:21,265,369
2025-06-10 16:14:22,265,369
2025-06-10 16:14:22,265,369
2025-06-10 16:14:23,265,369
2025-06-10 16:14:23,265,369
2025-06-10 16:14:24,265,369
2025-06-10 16:14:24,265,369
2025-06-10 16:14:25,265,369
2025-06-10 16:14:25,265,369
2025-06-10 16:14:26,265,369
2025-06-10 16:14:26,265,369
2025-06-10 16:14:27,265,369
2025-06-10 16:14:27,265,369
2025-06-10 16:14:28,265,369
2025-06-10 16:14:28,265,369
2025-06-10 16:14:29,265,369
2025-06-10 16:14:29,265,369
2025-06-10 16:14:30,265,369
2025-06-10 16:14:30,265,369
2025-06-10 16:14:31,265,369
2025-06-10 16:14:31,265,369
2025-06-10 16:14:32,265,369
2025-06-10 16:14:32,265,369
2025-06-10 16:14:33,265,369
2025-06-10 16:14:33,265,369
2025-06-10 16:14:34,265,369
