Time,Tx Commit p50,Tx Commit p90
2025-06-10 17:08:59,261,435
2025-06-10 17:09:00,266,420
2025-06-10 17:09:00,269,401
2025-06-10 17:09:01,269,401
2025-06-10 17:09:01,271,402
2025-06-10 17:09:02,271,402
2025-06-10 17:09:02,269,395
2025-06-10 17:09:03,269,400
2025-06-10 17:09:03,270,402
2025-06-10 17:09:04,276,396
2025-06-10 17:09:04,276,396
2025-06-10 17:09:05,276,395
2025-06-10 17:09:05,277,398
2025-06-10 17:09:06,283,401
2025-06-10 17:09:06,285,400
2025-06-10 17:09:07,287,398
2025-06-10 17:09:07,289,398
2025-06-10 17:09:08,290,398
2025-06-10 17:09:08,291,399
2025-06-10 17:09:09,293,400
2025-06-10 17:09:09,293,400
2025-06-10 17:09:10,293,400
2025-06-10 17:09:10,293,400
2025-06-10 17:09:11,293,400
2025-06-10 17:09:11,293,400
2025-06-10 17:09:12,293,400
2025-06-10 17:09:12,293,400
2025-06-10 17:09:13,293,400
2025-06-10 17:09:13,293,400
2025-06-10 17:09:14,293,400
2025-06-10 17:09:14,293,400
2025-06-10 17:09:15,293,400
2025-06-10 17:09:15,293,400
2025-06-10 17:09:16,293,400
2025-06-10 17:09:16,293,400
2025-06-10 17:09:17,293,400
2025-06-10 17:09:17,293,400
2025-06-10 17:09:18,293,400
2025-06-10 17:09:18,293,400
2025-06-10 17:09:19,293,400
2025-06-10 17:09:19,293,400
2025-06-10 17:09:20,293,400
2025-06-10 17:09:20,293,400
2025-06-10 17:09:21,293,400
2025-06-10 17:09:21,293,400
2025-06-10 17:09:22,293,400
2025-06-10 17:09:22,293,400
2025-06-10 17:09:23,293,400
2025-06-10 17:09:23,293,400
2025-06-10 17:09:24,293,400
2025-06-10 17:09:24,293,400
2025-06-10 17:09:25,293,400
2025-06-10 17:09:25,293,400
2025-06-10 17:09:26,293,400
2025-06-10 17:09:26,293,400
2025-06-10 17:09:27,293,400
2025-06-10 17:09:27,293,400
2025-06-10 17:09:28,293,400
