Time,Tx Commit p50,Tx Commit p90
2025-06-13 8:22:55,372,407
2025-06-13 8:22:55,372,407
2025-06-13 8:22:56,372,407
2025-06-13 8:22:56,372,407
2025-06-13 8:22:57,371,406
2025-06-13 8:22:57,371,407
2025-06-13 8:22:58,370,406
2025-06-13 8:22:58,370,406
2025-06-13 8:22:59,370,406
2025-06-13 8:22:59,370,406
2025-06-13 8:23:00,370,406
2025-06-13 8:23:00,371,409
2025-06-13 8:23:01,371,408
2025-06-13 8:23:01,371,410
2025-06-13 8:23:02,371,410
2025-06-13 8:23:02,371,410
2025-06-13 8:23:03,372,413
2025-06-13 8:23:03,372,413
2025-06-13 8:23:04,372,413
2025-06-13 8:23:04,372,414
2025-06-13 8:23:05,372,414
2025-06-13 8:23:05,373,416
2025-06-13 8:23:06,373,416
2025-06-13 8:23:06,373,416
2025-06-13 8:23:07,373,416
2025-06-13 8:23:07,373,416
2025-06-13 8:23:08,373,416
2025-06-13 8:23:08,373,416
2025-06-13 8:23:09,373,416
2025-06-13 8:23:09,373,416
2025-06-13 8:23:10,373,416
2025-06-13 8:23:10,373,416
2025-06-13 8:23:11,373,416
2025-06-13 8:23:11,373,416
2025-06-13 8:23:12,373,416
2025-06-13 8:23:12,373,416
2025-06-13 8:23:13,373,416
2025-06-13 8:23:13,373,416
2025-06-13 8:23:14,373,416
2025-06-13 8:23:14,373,416
2025-06-13 8:23:15,373,416
2025-06-13 8:23:15,373,416
2025-06-13 8:23:16,373,416
2025-06-13 8:23:16,373,416
2025-06-13 8:23:17,373,416
2025-06-13 8:23:17,373,416
2025-06-13 8:23:18,373,416
2025-06-13 8:23:18,373,416
2025-06-13 8:23:19,373,416
2025-06-13 8:23:19,373,416
2025-06-13 8:23:20,373,416
2025-06-13 8:23:20,373,416
2025-06-13 8:23:21,373,416
2025-06-13 8:23:21,373,416
2025-06-13 8:23:22,373,416
2025-06-13 8:23:22,373,416
2025-06-13 8:23:23,373,416
2025-06-13 8:23:23,373,416
2025-06-13 8:23:24,373,416
2025-06-13 8:23:24,373,416
2025-06-13 8:23:25,373,416
2025-06-13 8:23:25,373,416
2025-06-13 8:23:26,373,416
2025-06-13 8:23:26,373,416
2025-06-13 8:23:27,373,416
2025-06-13 8:23:27,373,416
2025-06-13 8:23:28,373,416
2025-06-13 8:23:28,373,416
2025-06-13 8:23:29,373,416
2025-06-13 8:23:29,373,416
2025-06-13 8:23:30,373,416
2025-06-13 8:23:30,373,416
2025-06-13 8:23:31,373,416
2025-06-13 8:23:31,373,416
2025-06-13 8:23:32,373,416
2025-06-13 8:23:32,373,416
2025-06-13 8:23:33,373,416
2025-06-13 8:23:33,373,416
2025-06-13 8:23:34,373,416
2025-06-13 8:23:34,373,416
2025-06-13 8:23:35,373,416
2025-06-13 8:23:35,373,416
2025-06-13 8:23:36,373,416
2025-06-13 8:23:36,373,416
2025-06-13 8:23:37,373,416
2025-06-13 8:23:37,373,416
2025-06-13 8:23:38,373,416
2025-06-13 8:23:38,373,416
2025-06-13 8:23:39,373,416
2025-06-13 8:23:39,373,416
2025-06-13 8:23:40,373,416
2025-06-13 8:23:40,373,416
2025-06-13 8:23:41,373,416
2025-06-13 8:23:41,373,416
2025-06-13 8:23:42,373,416
2025-06-13 8:23:42,373,416
2025-06-13 8:23:43,373,416
2025-06-13 8:23:43,373,416
2025-06-13 8:23:44,373,416
2025-06-13 8:23:44,373,416
2025-06-13 8:23:45,373,416
2025-06-13 8:23:45,373,416
2025-06-13 8:23:46,373,416
2025-06-13 8:23:46,373,416
2025-06-13 8:23:47,373,416
2025-06-13 8:23:47,373,416
2025-06-13 8:23:48,373,416
2025-06-13 8:23:48,373,416
2025-06-13 8:23:49,373,416
2025-06-13 8:23:49,373,416
2025-06-13 8:23:50,373,416
2025-06-13 8:23:50,373,416
2025-06-13 8:23:51,373,416
2025-06-13 8:23:51,373,416
2025-06-13 8:23:52,373,416
2025-06-13 8:23:52,373,416
2025-06-13 8:23:53,373,416
2025-06-13 8:23:53,373,416
2025-06-13 8:23:54,373,416
2025-06-13 8:23:54,373,416
2025-06-13 8:23:55,373,416
2025-06-13 8:23:55,373,416
2025-06-13 8:23:56,373,416
2025-06-13 8:23:56,373,416
2025-06-13 8:23:57,373,416
2025-06-13 8:23:57,373,417
