Time,Tx Commit p50,Tx Commit p90
2025-07-23 22:37:09,370,1920
2025-07-23 22:37:10,347,1999
2025-07-23 22:37:10,347,1999
2025-07-23 22:37:11,347,1999
2025-07-23 22:37:11,347,1999
2025-07-23 22:37:12,347,1999
2025-07-23 22:37:12,349,1720
2025-07-23 22:37:13,335,1775
2025-07-23 22:37:13,332,1724
2025-07-23 22:37:14,332,1724
2025-07-23 22:37:14,330,2047
2025-07-23 22:37:15,330,2047
2025-07-23 22:37:15,337,1999
2025-07-23 22:37:16,337,1999
2025-07-23 22:37:16,337,1999
2025-07-23 22:37:17,337,1999
2025-07-23 22:37:17,337,1999
2025-07-23 22:37:18,337,1999
2025-07-23 22:37:18,337,1999
2025-07-23 22:37:19,337,1999
2025-07-23 22:37:19,337,1999
2025-07-23 22:37:20,337,1999
2025-07-23 22:37:20,337,1999
2025-07-23 22:37:21,337,1999
2025-07-23 22:37:21,337,1999
2025-07-23 22:37:22,337,1999
2025-07-23 22:37:22,337,1999
2025-07-23 22:37:23,337,1999
2025-07-23 22:37:23,337,1999
2025-07-23 22:37:24,337,1999
2025-07-23 22:37:24,337,1999
2025-07-23 22:37:25,337,1999
2025-07-23 22:37:25,337,1999
2025-07-23 22:37:26,337,1999
2025-07-23 22:37:26,337,1999
2025-07-23 22:37:27,337,1999
2025-07-23 22:37:27,337,1999
2025-07-23 22:37:28,337,1999
2025-07-23 22:37:28,337,1999
2025-07-23 22:37:29,337,1999
2025-07-23 22:37:29,337,1999
2025-07-23 22:37:30,337,1999
2025-07-23 22:37:30,337,1999
2025-07-23 22:37:31,337,1999
2025-07-23 22:37:31,337,1999
2025-07-23 22:37:32,337,1999
2025-07-23 22:37:32,337,1999
2025-07-23 22:37:33,337,1999
2025-07-23 22:37:33,337,1999
2025-07-23 22:37:34,337,1999
2025-07-23 22:37:34,337,1999
2025-07-23 22:37:35,337,1999
2025-07-23 22:37:35,337,1999
2025-07-23 22:37:36,337,1999
2025-07-23 22:37:36,337,1999
2025-07-23 22:37:37,337,1999
2025-07-23 22:37:37,337,1999
2025-07-23 22:37:38,337,1999
2025-07-23 22:37:38,337,1999
2025-07-23 22:37:39,337,1999
2025-07-23 22:37:39,337,1999
2025-07-23 22:37:40,337,1999
2025-07-23 22:37:40,337,1999
2025-07-23 22:37:41,337,1999
2025-07-23 22:37:41,337,1999
2025-07-23 22:37:42,337,1999
2025-07-23 22:37:42,337,1999
2025-07-23 22:37:43,337,1999
2025-07-23 22:37:43,337,1999
2025-07-23 22:37:44,337,1999
2025-07-23 22:37:44,337,1999
2025-07-23 22:37:45,337,1999
2025-07-23 22:37:45,337,1999
2025-07-23 22:37:46,337,1999
2025-07-23 22:37:46,337,1999
2025-07-23 22:37:47,337,1999
2025-07-23 22:37:47,337,1999
